Entity Type,ID,Title,Status,Priority,Points/Complexity,Parent ID (Epic/Story),Context (Sprint/Value Stream),Assignee,Description
User Story,US-WIKI-006,Duplicate Wiki Pages,backlog,low,3,EPIC-WIKI-01,,,"As an architect, I want to duplicate existing wiki pages so that I can reuse content structures and templates."
User Story,US-CVS-003,Smart Alignment Guides,backlog,medium,5,EPIC-IDE-02,,,"As a technology architect, I want smart alignment guides to appear when moving elements so that I can easily align components with each other."
User Story,US-CVS-004,Element Drag and Drop,backlog,high,8,EPIC-IDE-02,,,"As a technology architect, I want to drag elements from the palette onto the canvas so that I can quickly build diagrams."
User Story,US-CVS-005,Element Resize and Rotate,backlog,high,5,EPIC-IDE-02,,,"As a technology architect, I want to resize and rotate elements so that I can customize their appearance for my diagrams."
User Story,US-CVS-006,Connection Creation,backlog,high,10,EPIC-IDE-02,,,"As a technology architect, I want to create connections between elements so that I can show relationships and data flows."
User Story,US-CVS-007,Undo/Redo System,backlog,high,8,EPIC-IDE-02,,,"As a technology architect, I want to undo and redo my actions so that I can safely experiment and recover from mistakes."
User Story,US-CVS-008,Multi-Selection Operations,backlog,high,5,EPIC-IDE-02,,,"As a technology architect, I want to select multiple elements and perform bulk operations so that I can efficiently organize my diagrams."
User Story,US-CVS-009,Export to PNG/SVG/PDF,backlog,medium,5,EPIC-IDE-02,,,"As a technology architect, I want to export my diagrams as images so that I can include them in presentations and documents."
User Story,US-PAL-002,Element Search,backlog,high,5,EPIC-IDE-03,,,"As a technology architect, I want to search for elements by name or tag so that I can quickly find specific components."
User Story,US-PAL-003,Favorites and Recents,backlog,medium,3,EPIC-IDE-03,,,"As a technology architect, I want quick access to my favorite and recently used elements so that I can work faster."
User Story,US-AGT-001,AI Chat Panel UI,backlog,high,5,EPIC-IDE-04,,,"As a technology architect, I want an AI chat panel in the Secondary Sidebar so that I can have conversations with the AI assistant."
User Story,US-AGT-002,AI Context Awareness - Canvas State,backlog,high,8,EPIC-IDE-04,,,"As a technology architect, I want the AI to understand my current canvas state so that its suggestions are relevant to my work."
User Story,US-AGT-003,AI Context Awareness - Selection Focus,backlog,high,5,EPIC-IDE-04,,,"As a technology architect, I want the AI to focus on my selected elements when I ask questions so that I get targeted advice."
User Story,US-AGT-004,Inline AI Prompt (Cmd+K),backlog,high,8,EPIC-IDE-04,,,"As a technology architect, I want to invoke AI directly on the canvas with Cmd+K so that I can get quick assistance without leaving my workflow."
User Story,US-AGT-005,AI Element Generation,backlog,high,10,EPIC-IDE-04,,,"As a technology architect, I want AI to generate elements from natural language so that I can quickly build diagrams by describing what I need."
User Story,US-AGT-006,AI Explain Selection,backlog,medium,5,EPIC-IDE-04,,,"As a technology architect, I want AI to explain selected architecture components so that I can document and understand my designs."
User Story,US-AGT-014,Agent Mode Dropdown,backlog,high,5,EPIC-IDE-04,,,"As a technology architect, I want to select an Agent Mode from a dropdown so that I can control how the AI responds to my requests."
User Story,US-AGT-015,Auto Mode Routing,backlog,high,8,EPIC-IDE-04,,,"As a technology architect, I want Auto mode to intelligently route my prompts so that I get the right type of response without manually selecting modes."
User Story,US-AGT-016,Scenarios Mode - Pattern Options,backlog,high,10,EPIC-IDE-04,,,"As a technology architect, I want Scenarios mode to generate multiple architecture alternatives so that I can compare options before committing to a design."
User Story,US-AGT-007,Execute Mode Toggle,backlog,medium,3,EPIC-IDE-04,,,"As a technology architect, I want Execute mode to be available via the dropdown so that I can make canvas changes with approval workflow."
User Story,US-AGT-008,Execute Mode Multi-Step Planning,backlog,medium,10,EPIC-IDE-04,,,"As a technology architect, I want Execute mode to show me its plan before executing so that I understand and approve what it will do."
User Story,US-AGT-009,Execute Mode Diff View,backlog,medium,10,EPIC-IDE-04,,,"As a technology architect, I want to see a diff view of Execute mode changes before applying them so that I can review and approve modifications."
User Story,US-AGT-010,Specialized Agent - Security Architect,backlog,medium,8,EPIC-IDE-04,,,"As a technology architect, I want to invoke a Security Architect agent so that I get specialized security analysis and recommendations."
User Story,US-AGT-011,Specialized Agent - Data Architect,backlog,medium,8,EPIC-IDE-04,,,"As a technology architect, I want to invoke a Data Architect agent so that I get specialized data modeling and governance advice."
User Story,US-AGT-012,Specialized Agent - Cloud Architect,backlog,medium,8,EPIC-IDE-04,,,"As a technology architect, I want to invoke a Cloud Architect agent so that I get specialized cloud infrastructure guidance."
User Story,US-AGT-013,Agent Auto-Routing,backlog,low,5,EPIC-IDE-04,,,"As a technology architect, I want the AI to automatically route my questions to the appropriate specialized agent so that I get expert answers without knowing which agent to invoke."
User Story,US-VAL-001,Real-time Validation Engine,backlog,high,8,EPIC-IDE-05,,,"As a technology architect, I want real-time validation of my diagrams so that I catch errors and maintain quality standards."
User Story,US-VAL-002,Problems Panel Display,backlog,high,5,EPIC-IDE-05,,,"As a technology architect, I want to see all validation issues in a Problems Panel so that I can systematically address them."
User Story,US-VAL-003,Quick Fix Actions,backlog,medium,8,EPIC-IDE-05,,,"As a technology architect, I want quick fix suggestions for validation issues so that I can resolve problems efficiently."
User Story,US-WIKI-002,View List of Wiki Pages,backlog,high,3,EPIC-WIKI-01,,,"As an architect, I want to see a list of all my wiki pages so that I can quickly find and access my documentation."
User Story,US-WIKI-003,Edit Existing Wiki Pages,backlog,high,5,EPIC-WIKI-01,,,"As an architect, I want to edit existing wiki pages so that I can update and improve my documentation over time."
User Story,US-WIKI-004,Delete Wiki Pages with Confirmation,backlog,high,3,EPIC-WIKI-01,,,"As an architect, I want to delete wiki pages with a confirmation step so that I can remove outdated documentation safely."
User Story,US-WIKI-020,Insert Block Quotes,backlog,medium,2,EPIC-WIKI-02,,,"As an architect, I want to insert block quotes so that I can highlight important statements or quotes."
User Story,US-WIKI-009,Page Metadata Tracking,backlog,high,2,EPIC-WIKI-01,,,"As an architect, I want wiki pages to track created_by, created_at, updated_by, updated_at metadata so that I know the history of each document."
User Story,US-WIKI-010,Search Wiki Pages,backlog,high,5,EPIC-WIKI-01,,,"As an architect, I want to search wiki pages by title and content so that I can quickly find specific information."
User Story,US-WIKI-011,TipTap Editor Implementation,backlog,high,8,EPIC-WIKI-02,,,"As an architect, I want a modern block-based editor using TipTap so that I can create rich documentation easily."
User Story,US-WIKI-012,Markdown Shortcuts,backlog,high,5,EPIC-WIKI-02,,,"As an architect, I want to use markdown shortcuts like # for H1, ## for H2, - for bullet lists so that I can format content quickly."
User Story,US-WIKI-013,Slash Commands,backlog,high,8,EPIC-WIKI-02,,,"As an architect, I want to use slash commands (/) to insert blocks so that I can quickly add headings, tables, code blocks, and more."
User Story,US-WIKI-014,Insert Headings,backlog,high,3,EPIC-WIKI-02,,,"As an architect, I want to insert headings (H1, H2, H3) so that I can structure my documentation hierarchically."
User Story,US-WIKI-015,Create Lists,backlog,high,3,EPIC-WIKI-02,,,"As an architect, I want to create bullet lists and numbered lists so that I can organize information clearly."
User Story,US-WIKI-017,Insert Tables,backlog,medium,5,EPIC-WIKI-02,,,"As an architect, I want to insert tables so that I can present structured data in my documentation."
User Story,US-WIKI-018,Insert Images,backlog,medium,5,EPIC-WIKI-02,,,"As an architect, I want to insert images via upload or URL so that I can include diagrams and screenshots in my documentation."
User Story,US-WIKI-019,Text Formatting,backlog,high,3,EPIC-WIKI-02,,,"As an architect, I want to apply text formatting (bold, italic, underline, strikethrough) so that I can emphasize important information."
User Story,US-WIKI-022,Drag-and-Drop Blocks,backlog,medium,5,EPIC-WIKI-02,,,"As an architect, I want to drag-and-drop blocks to reorder them so that I can easily reorganize my content."
User Story,US-WIKI-023,Keyboard Shortcuts,backlog,high,3,EPIC-WIKI-02,,,"As an architect, I want to use keyboard shortcuts (Cmd/Ctrl+B for bold, etc.) so that I can format content efficiently."
User Story,US-WIKI-024,Tree View Sidebar,backlog,high,8,EPIC-WIKI-03,,,"As an architect, I want a tree view sidebar showing page hierarchy so that I can navigate my documentation structure."
User Story,US-WIKI-025,Expand/Collapse Folders,backlog,high,3,EPIC-WIKI-03,,,"As an architect, I want to expand and collapse folders in the tree view so that I can focus on relevant sections."
User Story,US-WIKI-026,Drag-and-Drop Pages in Tree,backlog,medium,5,EPIC-WIKI-03,,,"As an architect, I want to drag-and-drop pages to reorganize the hierarchy so that I can restructure my documentation easily."
User Story,US-WIKI-028,Create Folders,backlog,medium,5,EPIC-WIKI-03,,,"As an architect, I want to create folders to organize pages so that I can group related documentation."
User Story,US-WIKI-029,Highlight Active Page,backlog,high,2,EPIC-WIKI-03,,,"As an architect, I want the active page to be highlighted in the tree view so that I always know where I am."
User Story,US-WIKI-030,Context Menu on Pages,backlog,high,5,EPIC-WIKI-03,,,"As an architect, I want to right-click on pages in the tree view to access actions so that I can quickly perform operations."
User Story,US-WIKI-031,Collapsible Sidebar,backlog,medium,3,EPIC-WIKI-03,,,"As an architect, I want to collapse the tree view sidebar so that I can maximize editor space when needed."
User Story,US-WIKI-032,@ Mention Picker Trigger,backlog,critical,8,EPIC-WIKI-04,,,"As an architect, I want to type @ to trigger a mention picker so that I can link to platform entities."
User Story,US-WIKI-033,Search User Stories in Mentions,backlog,critical,5,EPIC-WIKI-04,,,"As an architect, I want to search and mention User Stories from the Plan module so that I can link documentation to implementation."
User Story,US-WIKI-036,Search Diagrams in Mentions,backlog,high,5,EPIC-WIKI-04,,,"As an architect, I want to search and mention Diagrams from the Canvas module so that I can reference visual architecture."
User Story,US-WIKI-037,Search Wiki Pages in Mentions,backlog,high,3,EPIC-WIKI-04,,,"As an architect, I want to search and mention other Wiki pages so that I can cross-reference documentation."
User Story,US-WIKI-038,Search Requirements in Mentions,backlog,medium,3,EPIC-WIKI-04,,,"As an architect, I want to search and mention Requirements so that I can trace decisions back to requirements."
User Story,US-WIKI-039,Search ADRs in Mentions,backlog,medium,3,EPIC-WIKI-04,,,"As an architect, I want to search and mention Architecture Decision Records so that I can reference key decisions."
User Story,US-WIKI-040,Search Users/Teams in Mentions,backlog,medium,5,EPIC-WIKI-04,,,"As an architect, I want to mention users and teams so that I can reference people and notify them."
User Story,US-WIKI-041,Render Mentions as Colored Chips,backlog,critical,5,EPIC-WIKI-04,,,"As an architect, I want mentions to render as colored chips so that I can visually distinguish entity types."
User Story,US-WIKI-042,Status-Aware Mention Colors,backlog,critical,5,EPIC-WIKI-04,,,"As an architect, I want mention colors to indicate entity status so that I can see if components are active, deprecated, or sunset."
User Story,US-WIKI-043,Hover Preview Card,backlog,high,8,EPIC-WIKI-04,,,"As an architect, I want to see a preview card when hovering over mentions so that I can quickly understand the entity without navigating."
User Story,US-WIKI-044,Navigate by Clicking Mention,backlog,critical,3,EPIC-WIKI-04,,,"As an architect, I want to click on mentions to navigate to the entity so that I can explore the architecture."
User Story,US-WIKI-045,Real-Time Status Updates,backlog,high,8,EPIC-WIKI-04,,,"As an architect, I want mentions to reflect entity status changes in real-time so that my documentation stays current."
User Story,US-WIKI-046,Store Mentions as Structured Data,backlog,critical,5,EPIC-WIKI-04,,,"As a system, I need to store mentions as structured data so that backlinks and queries are possible."
User Story,US-WIKI-049,Show Wiki Mentions on User Stories,backlog,high,3,EPIC-WIKI-05,,,"As a PM or developer, I want to see which wiki pages mention a user story so that I can find context and requirements."
User Story,US-WIKI-050,Navigate via Backlinks,backlog,high,2,EPIC-WIKI-05,,,"As an architect, I want to click on backlinks to navigate and see the mention in context."
User Story,US-WIKI-051,Show Snippets with Context,backlog,medium,5,EPIC-WIKI-05,,,"As an architect, I want backlinks to show snippets of surrounding text so that I can understand the context without opening the page."
User Story,US-WIKI-052,Filter Backlinks by Page Type,backlog,low,3,EPIC-WIKI-05,,,"As an architect, I want to filter backlinks by page type (ADR, Design Doc, etc.) so that I can focus on specific documentation."
User Story,US-WIKI-053,Create Requirement Pages from Template,backlog,high,8,EPIC-WIKI-06,,,"As an architect, I want to create Requirement pages using a template so that requirements are consistently documented."
User Story,US-WIKI-054,Set Requirement Identifier,backlog,high,5,EPIC-WIKI-06,,,"As an architect, I want to assign a unique identifier to each requirement so that I can reference it consistently."
User Story,US-WIKI-055,Set Requirement Type,backlog,high,3,EPIC-WIKI-06,,,"As an architect, I want to categorize requirements as Business, Product, or Technical so that I can filter by type."
User Story,US-WIKI-056,Set Requirement Priority,backlog,high,2,EPIC-WIKI-06,,,"As an architect, I want to set requirement priority (High, Medium, Low) so that I can focus on critical requirements."
User Story,US-WIKI-057,Set Requirement Status,backlog,high,3,EPIC-WIKI-06,,,"As an architect, I want to track requirement status (Proposed, Accepted, Implemented, Deprecated) so that I know the lifecycle state."
User Story,US-WIKI-058,Write Narrative Requirement Description,backlog,high,5,EPIC-WIKI-06,,,"As an architect, I want to write narrative descriptions with rich text so that I can explain the business context and rationale."
User Story,US-WIKI-059,Link Requirements to Components,backlog,high,5,EPIC-WIKI-06,,,"As an architect, I want to link requirements to components that satisfy them so that I can trace implementation."
User Story,US-WIKI-062,View Requirements Table,backlog,high,8,EPIC-WIKI-06,,,"As a PM or architect, I want to view all requirements in a table so that I can see the big picture and filter/sort."
User Story,US-WIKI-063,Generate Traceability Matrix,backlog,high,8,EPIC-WIKI-07,,,"As an architect, I want to auto-generate a requirements traceability matrix so that I can see all requirements and their mappings."
User Story,US-WIKI-064,Show Requirements to Components Mapping,backlog,high,5,EPIC-WIKI-07,,,"As an architect, I want to see which components satisfy each requirement so that I can verify implementation coverage."
User Story,US-WIKI-065,Show Requirements to Stories Mapping,backlog,high,5,EPIC-WIKI-07,,,"As a PM, I want to see which user stories implement each requirement so that I can track development progress."
User Story,US-WIKI-066,Highlight Unmet Requirements,backlog,high,5,EPIC-WIKI-07,,,"As an architect, I want to see which requirements lack components or stories so that I can identify gaps."
User Story,US-WIKI-067,Export Traceability Matrix to CSV,backlog,medium,5,EPIC-WIKI-07,,,"As a PM or compliance officer, I want to export the traceability matrix to CSV so that I can share with stakeholders."
User Story,US-WIKI-068,Embed Traceability Matrix in Pages,backlog,medium,5,EPIC-WIKI-07,,,"As an architect, I want to embed the traceability matrix in wiki pages so that it stays current within documentation."
User Story,US-WIKI-069,ADR Template,backlog,high,5,EPIC-WIKI-08,,,"As an architect, I want an Architecture Decision Record (ADR) template so that I can document decisions consistently."
User Story,US-WIKI-070,Solution Design Document Template,backlog,high,5,EPIC-WIKI-08,,,"As an architect, I want a Solution Design Document template so that I can structure technical designs properly."
User Story,US-WIKI-071,Business Case Template,backlog,medium,3,EPIC-WIKI-08,,,"As a PM or architect, I want a Business Case template so that I can justify technical initiatives to stakeholders."
User Story,US-WIKI-085,Maintain Version History,backlog,high,8,EPIC-WIKI-10,,,"As an architect, I want the system to maintain version history for every page so that changes are tracked."
User Story,US-WIKI-073,Onboarding Guide Template,backlog,low,3,EPIC-WIKI-08,,,"As a team lead, I want an Onboarding Guide template so that new team members have consistent resources."
User Story,US-WIKI-074,Runbook Template,backlog,low,3,EPIC-WIKI-08,,,"As an SRE or operations engineer, I want a Runbook template so that I can document operational procedures."
User Story,US-WIKI-075,RFC Template,backlog,medium,5,EPIC-WIKI-08,,,"As an architect, I want an RFC (Request for Comments) template so that I can propose and discuss technical changes."
User Story,US-WIKI-076,Create Custom Templates,backlog,low,8,EPIC-WIKI-08,,,"As an architect, I want to create custom templates from existing pages so that I can reuse my own structures."
User Story,US-WIKI-077,Share Templates with Organization,backlog,low,5,EPIC-WIKI-08,,,"As an architect, I want to share my templates with my organization so that the team benefits from best practices."
User Story,US-WIKI-078,Real-Time Collaborative Editing,backlog,medium,10,EPIC-WIKI-09,,,"As an architect, I want real-time collaborative editing using Yjs so that multiple people can work on the same page simultaneously."
User Story,US-WIKI-079,Show Collaborator Cursors,backlog,medium,5,EPIC-WIKI-09,,,"As an architect, I want to see other users' cursors and selections so that I know where they're working."
User Story,US-WIKI-080,Presence Indicators,backlog,medium,5,EPIC-WIKI-09,,,"As an architect, I want to see who else is viewing or editing a page so that I can coordinate with them."
User Story,US-WIKI-082,Resolve Comments,backlog,medium,3,EPIC-WIKI-09,,,"As an architect, I want to resolve comments when addressed so that the page stays clean."
User Story,US-WIKI-083,Subscribe to Page Changes,backlog,medium,5,EPIC-WIKI-09,,,"As an architect, I want to subscribe to page changes so that I get notified when important documentation is updated."
User Story,US-WIKI-084,Mention Notifications in Comments,backlog,medium,5,EPIC-WIKI-09,,,"As an architect, I want to receive notifications when mentioned in comments so that I can respond to requests."
User Story,US-NKRIPPN,Quick Defect Creation from User Story,in-progress,high,3,,,,"Add a shortcut button in the StoryDetailSheet to create a defect directly linked to the current story, without navigating to Quality Center.

**Enhances:** US-DEFECT-001, US-DEFECT-002
**Enhancement Type:** UX Improvement
**Rationale:** Users should not have to leave their workflow to log a simple defect"
User Story,US-WIKI-034,Search Epics in Mentions,backlog,high,3,EPIC-WIKI-04,,,"As an architect, I want to search and mention Epics from the Plan module so that I can reference strategic initiatives."
User Story,US-WIKI-035,Search Components in Mentions,backlog,critical,5,EPIC-WIKI-04,,,"As an architect, I want to search and mention Components from the Design module so that I can link documentation to architecture."
User Story,US-WIKI-047,"Show ""Referenced in"" on Wiki Pages",backlog,high,5,EPIC-WIKI-05,,,"As an architect, I want to see which other pages reference the current page so that I can understand its impact."
User Story,US-WIKI-087,Compare Versions (Diff View),backlog,medium,8,EPIC-WIKI-10,,,"As an architect, I want to compare two versions side-by-side so that I can see what changed."
User Story,US-WIKI-088,Restore Previous Version,backlog,high,5,EPIC-WIKI-10,,,"As an architect, I want to restore a previous version so that I can undo mistakes or revert unwanted changes."
User Story,US-WIKI-089,View Version Metadata,backlog,high,3,EPIC-WIKI-10,,,"As an architect, I want to see metadata for each version (author, timestamp, change summary) so that I understand the context."
User Story,US-WIKI-090,Add Commit Messages,backlog,medium,5,EPIC-WIKI-10,,,"As an architect, I want to add commit messages when saving so that I can document why I made changes."
User Story,US-WIKI-048,Show Wiki Mentions on Components,backlog,high,5,EPIC-WIKI-05,,,"As an architect, I want to see which wiki pages mention a component so that I can find related documentation."
User Story,US-WIKI-060,Link Requirements to User Stories,backlog,high,5,EPIC-WIKI-06,,,"As a PM, I want to link requirements to related user stories so that I can track implementation progress."
User Story,US-WIKI-061,Convert Text to Requirement,backlog,medium,8,EPIC-WIKI-06,,,"As an architect, I want to select text and convert it to a requirement so that I can quickly capture requirements from meeting notes."
User Story,US-WIKI-072,Meeting Notes Template,backlog,medium,3,EPIC-WIKI-08,,,"As a team member, I want a Meeting Notes template so that I can capture discussions and action items consistently."
User Story,US-WIKI-081,Add Comments on Blocks,backlog,medium,8,EPIC-WIKI-09,,,"As an architect, I want to add comments on specific blocks so that I can discuss content with the team."
User Story,US-WIKI-086,View Version History,backlog,high,5,EPIC-WIKI-10,,,"As an architect, I want to view previous versions of a page so that I can see how it evolved."
User Story,US-ZMWOA4H,Quality Center Dashboard & Navigation Enhancement,in-progress,high,5,,,,"Transform Quality Center into a tabbed module with Dashboard as default landing page, consolidating defect tracking from Plan module.

**Enhances:** US-DEFECT-001, US-AI-AGENT-006
**Enhancement Type:** Feature Evolution
**Original Implementation:** Basic defect list at /defects route"
User Story,US-WIKI-FAT-IMPL-002,Implement Print Button in Wiki Page Header,done,high,2,EPIC-WIKI-006,,,"As a developer, I need to implement a Print button in the wiki page header action bar so that users can print directly from the page controls."
User Story,US-WIKI-FAT-IMPL-003,Implement Print-Specific CSS Styling,backlog,medium,4,EPIC-WIKI-006,,,"As a developer, I need to implement print-specific CSS media queries so that wiki pages print cleanly without UI chrome."
User Story,US-PLAN-202,Roadmap Colorful Swimlanes,done,medium,5,,,,"**Type:** Enhancement
**Enhances:** US-PLAN-201
**Epic:** EPIC-12

Add vibrant gradient colors to each swimlane row for visual distinction and fun.

## Acceptance Criteria

```gherkin
Given I am viewing the Roadmap
Then each Sprint/Epic row should have a unique gradient color
And the colors should cycle through a palette of 10 vibrant options (rose, orange, emerald, blue, violet, etc.)
And the story bars within should also use coordinated colors
```"
User Story,US-PLAN-203,Roadmap Expandable Hierarchy,done,medium,8,,,,"**Type:** Enhancement
**Enhances:** US-PLAN-201

Add collapsible/expandable rows so users can drill down from group to individual stories.

## Acceptance Criteria

```gherkin
Given I am viewing the Roadmap grouped by Sprint
When I click on a Sprint row
Then the stories under that Sprint should expand/collapse
And there should be ""Expand All"" / ""Collapse All"" buttons
And the expand state should show a chevron indicator
```"
User Story,US-PLAN-204,Roadmap Grouping Modes,done,medium,5,,,,"**Type:** Enhancement
**Enhances:** US-PLAN-201

Allow users to toggle between different grouping modes for the roadmap view.

## Acceptance Criteria

```gherkin
Given I am viewing the Roadmap
Then I should see a ""Group By"" dropdown with options:
  | Option | Description |
  | Sprint | Group by feature/sprint label |
  | Epic | Group by parent epic |
  | Flat | No grouping, flat list |
And changing the selection should regroup the stories immediately
```"
User Story,US-PLAN-205,Roadmap Extended Views,done,low,3,,,,"**Type:** Enhancement
**Enhances:** US-PLAN-201

Add longer time horizon options for planning beyond a single month.

## Acceptance Criteria

```gherkin
Given I am viewing the Roadmap
Then I should see a ""View"" dropdown with options:
  | Option | Range |
  | Month | Current month |
  | Quarter | 3 months |
  | 6 Months | 6 months |
And the timeline header should adjust to show the selected range
```"
User Story,US-PLAN-206,Roadmap Progress Indicators,done,medium,3,,,,"**Type:** Enhancement
**Enhances:** US-PLAN-201

Show progress statistics per group row.

## Acceptance Criteria

```gherkin
Given I am viewing the Roadmap
Then each Sprint/Epic row should display:
  | Indicator | Format |
  | Story Count | ""X stories"" badge |
  | Total Points | ""Y pts"" badge |
  | Completion % | ""Z%"" badge (green if 100%) |
And these should update as stories are completed
```"
User Story,US-PLAN-207,Roadmap Story Tooltips,done,low,3,,,,"**Type:** Enhancement
**Enhances:** US-PLAN-201

Rich tooltips on hover showing story details without leaving the roadmap.

## Acceptance Criteria

```gherkin
Given I am viewing the Roadmap
When I hover over a story bar
Then a tooltip should appear showing:
  | Field | Value |
  | ID | Story ID |
  | Title | Full story title |
  | Points | Story points |
  | Status | Current status |
  | Target Date | If set |
  | Started | If set |
  | Completed | If set |
```"
User Story,US-DEFECT-002,Defect Detail Page - Comprehensive Defect View,backlog,high,5,EPIC-DEFECT,,,"As a Developer, I want to see all information about a defect in one place so that I can understand the issue, see its history, and fix it efficiently.

**Context:**
The current defect UI is minimal—just basic fields in a list. Developers need:
- Full defect history (status changes, edits)
- Linked items (story, test cases, components)
- Activity timeline
- Rich description with reproduction steps

**Part of:** EPIC-DEFECT Phase 1 (Foundation)"
User Story,US-DEFECT-001,Defect List View - Quality Command Center,backlog,high,5,EPIC-DEFECT,,,"As a QA Engineer, I want a dedicated defect management view so that I can see all defects across projects in one place and manage quality holistically.

**Context:**
Currently, defects are hidden inside user story dialogs. This makes it impossible to:
- Get a ""big picture"" view of quality
- Answer questions like ""How many critical security defects are open?""
- Manage defects independently from stories

**Part of:** EPIC-DEFECT Phase 1 (Foundation)"
User Story,US-DEFECT-004,Defect Export - PDF and CSV,backlog,high,2,EPIC-DEFECT,,,"As a QA Manager, I want to export defects as PDF or CSV so that I can share quality reports with stakeholders and analyze data in spreadsheets.

**Context:**
Stakeholders need defect reports for:
- Executive briefings (PDF format)
- Data analysis in Excel (CSV format)
- Audit trails
- Sprint retrospectives

The PDF export should follow the same high-quality format as the User Story PDF export (US-PRINT-001).

**Part of:** EPIC-DEFECT Phase 1 (Foundation)"
User Story,US-WIKI-007,Auto-Save Drafts,backlog,high,5,EPIC-WIKI-01,,,"As an architect, I want my wiki pages to auto-save drafts every 30 seconds so that I never lose my work."
User Story,US-WIKI-001,Create New Wiki Pages,backlog,high,5,EPIC-WIKI-01,,,"As an architect, I want to create new wiki pages with a title and content so that I can document my architecture decisions and designs."
User Story,US-WIKI-005,Hierarchical Page Organization,backlog,medium,8,EPIC-WIKI-01,,,"As an architect, I want to create parent/child page relationships so that I can organize my documentation in a logical hierarchy."
User Story,US-WIKI-008,Restore from Auto-Saved Drafts,backlog,medium,3,EPIC-WIKI-01,,,"As an architect, I want to restore from auto-saved drafts so that I can recover my work if I close the browser accidentally."
User Story,US-WIKI-016,Insert Code Blocks with Syntax Highlighting,backlog,high,5,EPIC-WIKI-02,,,"As an architect, I want to insert code blocks with language selection and syntax highlighting so that I can document technical implementations."
User Story,US-WIKI-021,Insert Dividers,backlog,low,2,EPIC-WIKI-02,,,"As an architect, I want to insert horizontal dividers so that I can visually separate sections of content."
User Story,US-WIKI-027,Keyboard Navigation in Tree,backlog,medium,5,EPIC-WIKI-03,,,"As an architect, I want to use keyboard shortcuts to navigate the tree view so that I can quickly access pages without a mouse."
User Story,US-WW9SP8C,Enhancement Story Metadata Fields in StoryDetailSheet,in-progress,high,5,,,,"Add structured fields to track enhancement relationships between user stories, enabling clear traceability from new features back to original implementations.

**Enhances:** US-NKRIPPN, US-ZMWOA4H
**Enhancement Type:** UX Improvement
**Rationale:** When creating enhancement stories, users need a structured way to link back to original stories, specify the type of enhancement, and document the business rationale - all without leaving the story detail view."
User Story,US-8KE9R60,"Planning Date Fields for Stories, Epics & Defects",in-progress,high,8,,,,"Add essential date fields for agile planning, roadmap visualization, and sprint management.
"
User Story,US-PORT-001,Initiative CRUD Validation & Error Handling,backlog,high,5,EPIC-PORT-FOUNDATION,,,"As a **Portfolio Manager**,
I want comprehensive validation and error handling when creating/editing initiatives,
So that data integrity is maintained and users receive clear feedback on input errors.

**Acceptance Criteria:**
- All required fields are validated before submission
- Clear error messages appear next to invalid fields
- Form prevents submission until all validation passes
- Server-side validation provides consistent error responses
- Validation rules match business requirements

**Gherkin Scenarios:**

```gherkin
Feature: Initiative CRUD Validation
  As a Portfolio Manager
  I want proper validation when managing initiatives
  So that only valid data enters the system

  Background:
    Given I am logged in as a Portfolio Manager
    And I am on the Initiatives tab

  Scenario: Validate required fields on initiative creation
    Given I click the ""Add Initiative"" button
    When I try to submit the form without filling required fields
    Then I should see validation errors for:
      | field | message |
      | name  | Initiative name is required |
    And the form should not be submitted
    And focus should move to the first invalid field

  Scenario: Validate budget is a positive number
    Given I am creating a new initiative
    When I enter ""-50000"" in the budget field
    And I try to submit the form
    Then I should see an error ""Budget must be a positive number""
    And the budget field should be highlighted in red

  Scenario: Validate date range consistency
    Given I am creating a new initiative
    When I set the start date to ""2025-06-01""
    And I set the target date to ""2025-01-01""
    And I try to submit the form
    Then I should see an error ""Target date must be after start date""

  Scenario: Handle server-side validation errors gracefully
    Given I am creating a new initiative with valid data
    When the server returns a validation error for duplicate name
    Then I should see a toast notification with the error message
    And the form should remain open with data preserved
    And the name field should be highlighted

  Scenario: Successfully create initiative with all valid data
    Given I fill in all required fields with valid data:
      | field | value |
      | name | Digital Transformation 2025 |
      | type | digital_transformation |
      | priority | high |
      | status | planning |
    When I click ""Create Initiative""
    Then the initiative should be created successfully
    And I should see a success toast notification
    And the new initiative should appear in the list
```"
