Story ID,Epic ID,Title,Description,Acceptance Criteria,Story Points,Status,Priority,Feature,Value,Requirement,Assignee,Product Manager,Tech Lead,Labels,Created At,Updated At
US-AGT-003,EPIC-IDE-04,AI Context Awareness - Selection Focus,"As a technology architect, I want the AI to focus on my selected elements when I ask questions so that I get targeted advice.","GIVEN I have selected an AWS Lambda element
WHEN I ask 'Add error handling'
THEN the AI should:
  - Recognize the selected Lambda
  - Suggest DLQ (Dead Letter Queue) addition
  - Propose CloudWatch alarms
  - Offer to add these elements to the canvas

GIVEN I have selected multiple elements
WHEN I ask 'Secure this section'
THEN the AI should analyze the selected group as a unit
AND provide security recommendations specific to those components",5,backlog,high,FTR-AGT-007: Context Awareness,Targeted AI advice,"HLR-AGT-012, HLR-AGT-013",,,,design-ide; ai; context; selection; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-004,EPIC-IDE-04,Inline AI Prompt (Cmd+K),"As a technology architect, I want to invoke AI directly on the canvas with Cmd+K so that I can get quick assistance without leaving my workflow.","GIVEN I am working on the canvas
WHEN I press Cmd+K (or Ctrl+K)
THEN an inline prompt should appear at the cursor position
AND the prompt should show:
  - Text input field with placeholder 'Ask AI...'
  - Context indicator (e.g., '3 elements selected')
  - Recent AI commands dropdown

WHEN I type a command and press Enter
THEN the AI should process the request
AND show a loading indicator
AND display results inline or in the chat panel

WHEN I press Escape
THEN the inline prompt should close",8,backlog,high,FTR-AGT-002: Inline AI Suggestions,Quick AI access,"HLR-AGT-020, HLR-AGT-021",,,,design-ide; ai; inline; cmd-k; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-005,EPIC-IDE-04,AI Element Generation,"As a technology architect, I want AI to generate elements from natural language so that I can quickly build diagrams by describing what I need.","GIVEN I have invoked inline AI with Cmd+K
WHEN I type 'Add a load balancer connected to 3 web servers'
AND press Enter
THEN the AI should:
  - Create 1 ALB element
  - Create 3 EC2 web server elements
  - Create connections from ALB to each server
  - Position elements in a logical layout (ALB above, servers below)
AND all generated elements should be selected
AND I should be able to undo the entire operation with Cmd+Z

WHEN I type 'Add Redis cache between Lambda and DynamoDB'
THEN the AI should:
  - Identify existing Lambda and DynamoDB elements
  - Create ElastiCache Redis element
  - Insert it between with appropriate connections",10,backlog,high,FTR-AGT-002: Inline AI Suggestions,Natural language diagram building,"HLR-AGT-022, HLR-AGT-023",,,,design-ide; ai; generation; elements; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-006,EPIC-IDE-04,AI Explain Selection,"As a technology architect, I want AI to explain selected architecture components so that I can document and understand my designs.","GIVEN I have selected elements on the canvas
WHEN I invoke Cmd+K and type 'Explain'
THEN the AI should provide in the chat panel:
  - Overview: What the selected components do together
  - Components: Description of each element
  - Relationships: How they connect and data flows
  - Patterns: Architectural patterns detected
  - Considerations: Potential issues or improvements
AND the explanation should be formatted with headers
AND I should be able to copy the explanation as markdown",5,backlog,medium,FTR-AGT-002: Inline AI Suggestions,AI-powered documentation,HLR-AGT-024,,,,design-ide; ai; explain; documentation; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-014,EPIC-IDE-04,Agent Mode Dropdown,"As a technology architect, I want to select an Agent Mode from a dropdown so that I can control how the AI responds to my requests.","GIVEN I am in the AI Chat Panel
THEN I should see an Agent Mode dropdown in the header area
AND the dropdown should contain options:
  - Auto (magic wand) - AI selects best mode (default)
  - Question (question mark) - Q&A and explanations
  - Strategize (lightbulb) - Architecture plans and decisions
  - Execute (play) - Make canvas changes with approval
  - Scenarios (grid) - Generate alternative options

WHEN I select a mode
THEN the mode indicator should update
AND the placeholder text should reflect the mode
AND my selection should persist during the session",5,backlog,high,FTR-AGT-003: Agent Mode Selection,Controlled AI behavior,"HLR-AGT-060, HLR-AGT-061, HLR-AGT-062",,,,design-ide; ai; mode-selection; dropdown; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-015,EPIC-IDE-04,Auto Mode Routing,"As a technology architect, I want Auto mode to intelligently route my prompts so that I get the right type of response without manually selecting modes.","GIVEN Agent Mode is set to 'Auto' (default)
WHEN I submit a prompt
THEN the AI should analyze the intent and route to the appropriate mode:
  - 'What is...', 'Explain...' -> Question
  - 'Plan...', 'Design...' -> Strategize
  - 'Add...', 'Build...', 'Connect...' -> Execute
  - 'What are my options...' -> Scenarios
AND the response should show 'Routed to [Mode]' indicator

WHEN in Question mode
THEN responses should be conversational
AND should NOT modify the canvas

WHEN in Strategize mode
THEN responses should include:
  - Structured steps or phases
  - Considerations and tradeoffs
  - Optionally exportable as ADR or markdown",8,backlog,high,FTR-AGT-003: Agent Mode Selection,Intelligent routing,"HLR-AGT-063, HLR-AGT-064, HLR-AGT-065, HLR-AGT-066",,,,design-ide; ai; auto-mode; routing; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-016,EPIC-IDE-04,Scenarios Mode - Pattern Options,"As a technology architect, I want Scenarios mode to generate multiple architecture alternatives so that I can compare options before committing to a design.","GIVEN Agent Mode is set to 'Scenarios'
WHEN I submit 'What are my options for handling user authentication?'
THEN the AI should generate 2-4 alternative scenarios
AND each scenario should be displayed as a card with:
  - Pattern Name (e.g., 'Cognito with Social Login')
  - Visual Preview (Thumbnail)
  - Description (2-3 sentences)
  - Pros (Bullet list)
  - Cons (Bullet list)
  - Complexity (Low/Medium/High)
  - Apply Button
AND scenarios should source from:
  - Built-in pattern library
  - User's previous models
  - Web search for best practices

WHEN I click 'Apply This Option'
THEN the system should switch to Execute mode
AND show the diff view for the selected scenario",10,backlog,high,FTR-AGT-006: Scenarios Mode,Architecture alternatives,"HLR-AGT-070, HLR-AGT-071, HLR-AGT-072, HLR-AGT-073",,,,design-ide; ai; scenarios; patterns; options; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-007,EPIC-IDE-04,Execute Mode Toggle,"As a technology architect, I want Execute mode to be available via the dropdown so that I can make canvas changes with approval workflow.","GIVEN I select 'Execute' from the Agent Mode dropdown
THEN the mode indicator should show Execute is active
AND the placeholder should change to 'Describe what to build...'
AND any prompt I submit should:
  - Analyze the current architecture
  - Generate a plan for changes
  - Show proposed changes in diff view
AND Execute mode preferences should:
  - Remember state across sessions
  - Show a first-time explanation tooltip",3,backlog,medium,FTR-AGT-005: Execute Mode & Diff View,Controlled canvas changes,HLR-AGT-067,,,,design-ide; ai; execute-mode; toggle; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-008,EPIC-IDE-04,Execute Mode Multi-Step Planning,"As a technology architect, I want Execute mode to show me its plan before executing so that I understand and approve what it will do.","GIVEN Execute mode is selected
WHEN I submit 'Refactor this monolith to microservices'
THEN the Agent should:
  - Analyze the current architecture
  - Generate a multi-step plan showing steps
  - Display plan with 'Start' and 'Cancel' buttons

WHEN I click 'Start'
THEN the Agent should begin executing
AND show progress indicator for each step
AND pause at configurable checkpoints for approval",10,backlog,medium,FTR-AGT-005: Execute Mode & Diff View,Multi-step planning,HLR-AGT-067,,,,design-ide; ai; execute-mode; planning; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-009,EPIC-IDE-04,Execute Mode Diff View,"As a technology architect, I want to see a diff view of Execute mode changes before applying them so that I can review and approve modifications.","GIVEN Execute mode has completed its analysis
WHEN it proposes changes
THEN a Diff View overlay should appear showing:
  - New elements: Green highlight + '+' badge
  - Removed elements: Red strikethrough + '-' badge
  - Modified elements: Yellow outline + '~' badge
  - Moved elements: Blue dashed line to new position
AND I should see:
  - Summary: 'Adding 5 elements, removing 2, modifying 3'
  - 'Accept All' button (green)
  - 'Reject All' button (red)
  - Ability to click individual changes to accept/reject",10,backlog,medium,FTR-AGT-005: Execute Mode & Diff View,Visual change approval,"HLR-AGT-067, HLR-AGT-068",,,,design-ide; ai; execute-mode; diff; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-010,EPIC-IDE-04,Specialized Agent - Security Architect,"As a technology architect, I want to invoke a Security Architect agent so that I get specialized security analysis and recommendations.","GIVEN I am in the AI Chat Panel
WHEN I type '@SecurityArch' followed by my question
THEN the Security Architect agent should respond
AND responses should:
  - Display Security Architect avatar/icon
  - Show 'Answered by Security Architect'
  - Focus on security concerns:
    - Threat modeling, attack vectors
    - Compliance (OWASP, PCI-DSS, SOC2, HIPAA)
    - Best practices (Zero trust, defense in depth)
    - AWS Security (IAM, WAF, Security Groups, KMS)

WHEN I ask 'Review authentication flow'
THEN the agent should analyze auth-related elements
AND provide security-specific recommendations

NOTE: Specialists work with any Mode (e.g., 'Scenarios + @SecurityArch')",8,backlog,medium,FTR-AGT-004: Specialized Architect Agents,Security expertise,"HLR-AGT-040, HLR-AGT-041",,,,design-ide; ai; agents; security; specialized; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-011,EPIC-IDE-04,Specialized Agent - Data Architect,"As a technology architect, I want to invoke a Data Architect agent so that I get specialized data modeling and governance advice.","GIVEN I am in the AI Chat Panel
WHEN I type '@DataArch' followed by my question
THEN the Data Architect agent should respond
AND responses should focus on:
  - Data modeling (Schema design, normalization)
  - Storage selection (SQL vs NoSQL, data lakes)
  - Data governance (Lineage, quality, privacy)
  - Performance (Indexing, partitioning, caching)

WHEN I ask 'Best database for 10M daily transactions?'
THEN the agent should provide data-focused analysis
AND recommend appropriate storage solutions with reasoning",8,backlog,medium,FTR-AGT-004: Specialized Architect Agents,Data expertise,"HLR-AGT-042, HLR-AGT-043",,,,design-ide; ai; agents; data; specialized; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-012,EPIC-IDE-04,Specialized Agent - Cloud Architect,"As a technology architect, I want to invoke a Cloud Architect agent so that I get specialized cloud infrastructure guidance.","GIVEN I am in the AI Chat Panel
WHEN I type '@CloudArch' followed by my question
THEN the Cloud Architect agent should respond
AND responses should focus on:
  - AWS/Azure/GCP service selection and best practices
  - Cost optimization (Right-sizing, reserved instances)
  - Availability (Multi-AZ, multi-region, failover)
  - Scalability (Auto-scaling, load balancing, CDN)
  - Well-Architected Framework
AND the agent should detect which cloud provider is in use
AND tailor recommendations accordingly",8,backlog,medium,FTR-AGT-004: Specialized Architect Agents,Cloud expertise,"HLR-AGT-044, HLR-AGT-045",,,,design-ide; ai; agents; cloud; specialized; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-AGT-013,EPIC-IDE-04,Agent Auto-Routing,"As a technology architect, I want the AI to automatically route my questions to the appropriate specialized agent so that I get expert answers without knowing which agent to invoke.","GIVEN I ask a question without specifying an agent
WHEN the question is domain-specific
THEN the system should auto-route:
  - 'security, threat, compliance' -> @SecurityArch
  - 'database, schema, data model' -> @DataArch
  - 'AWS, Azure, cloud, scaling' -> @CloudArch
  - 'network, VPC, firewall' -> @InfraArch
  - 'API, integration, messaging' -> @IntegrationArch
AND display 'Answered by [Agent Name]' in the response
AND allow user to redirect: 'Ask @DataArch instead'",5,backlog,low,FTR-AGT-004: Specialized Architect Agents,Automatic expertise routing,"HLR-AGT-050, HLR-AGT-051",,,,design-ide; ai; agents; routing; auto; expertise,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-VAL-001,EPIC-IDE-05,Real-time Validation Engine,"As a technology architect, I want real-time validation of my diagrams so that I catch errors and maintain quality standards.","GIVEN I am modeling on the canvas
THEN the validation engine should continuously check for:
  - Connections: Invalid relationship types
  - Naming: Missing or duplicate names
  - Properties: Required fields not set
  - Patterns: Anti-patterns detected
  - Completeness: Orphaned elements, dead ends
AND validation should run:
  - On element creation
  - On element modification
  - On connection changes
  - Debounced at 500ms for performance
AND validation issues should appear:
  - As visual indicators on affected elements
  - In the Problems Panel",8,backlog,high,FTR-VAL-001: Real-time Validation,Quality assurance,"HLR-VAL-001, HLR-VAL-002, HLR-VAL-003",,,,design-ide; validation; real-time; quality; intelligence,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-VAL-002,EPIC-IDE-05,Problems Panel Display,"As a technology architect, I want to see all validation issues in a Problems Panel so that I can systematically address them.","GIVEN I have validation issues in my model
WHEN I click 'Problems' in the Panel Area tabs
THEN I should see a list of issues with:
  - Severity: Error (red), Warning (yellow), Info (blue)
  - Message: Description of the issue
  - Element: Name of affected element
  - Location: Click to select element on canvas
AND issues should be sortable by severity
AND I should see counts: '1 Error, 3 Warnings, 2 Info'
AND clicking an issue should select and zoom to the element",5,backlog,high,FTR-VAL-002: Problems Panel,Issue tracking,"HLR-VAL-010, HLR-VAL-011",,,,design-ide; validation; problems-panel; quality; intelligence,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
US-VAL-003,EPIC-IDE-05,Quick Fix Actions,"As a technology architect, I want quick fix suggestions for validation issues so that I can resolve problems efficiently.","GIVEN I have a validation issue
WHEN I hover over the issue in Problems Panel
THEN I should see a lightbulb icon for available fixes
AND clicking should show quick fix options:
  - Missing name: 'Add default name', 'Edit properties'
  - Invalid connection: 'Change type to X', 'Remove connection'
  - Orphaned element: 'Connect to nearest', 'Delete element'
  - Missing encryption: 'Add KMS encryption', 'Ignore this time'
AND clicking a fix should apply it immediately
AND the fix should be undoable with Cmd+Z
AND AI-suggested fixes should be marked with sparkle icon",8,backlog,medium,FTR-VAL-004: Quick Fixes,Quick issue resolution,"HLR-VAL-020, HLR-VAL-021",,,,design-ide; validation; quick-fix; quality; intelligence,Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:18 GMT-0500 (Eastern Standard Time)
